compound,lap_age,track_temp,degradation_percent,lap_time_loss
Soft,34,55.0,100.0,4.528
Medium,41,31.9,75.06,2.979
Soft,29,50.9,100.0,4.066
Medium,20,52.7,41.76,1.924
Hard,43,22.6,15.65,0.657
Soft,22,26.5,100.0,4.8
Hard,31,23.0,10.35,0.516
Hard,4,38.6,1.51,0.072
Soft,28,53.3,100.0,3.944
Soft,10,47.7,82.14,4.041
Medium,42,27.7,73.28,3.02
Medium,34,27.5,54.35,2.333
Soft,40,26.8,100.0,4.722
Medium,16,51.9,31.61,1.572
Soft,14,38.5,100.0,4.922
Hard,34,53.9,13.35,0.685
Soft,6,45.3,40.97,1.593
Medium,43,16.3,54.75,2.661
Medium,20,36.4,33.74,1.602
Soft,16,20.8,44.54,1.967
Medium,26,38.7,51.52,2.303
Soft,8,48.6,68.81,3.178
Medium,1,51.0,1.23,0.06
Soft,35,40.4,100.0,4.841
Medium,8,23.4,7.63,0.339
Soft,7,31.1,30.93,1.588
Medium,11,39.1,17.38,0.755
Hard,44,22.3,14.16,0.574
Hard,3,41.1,0.99,0.043
Medium,43,26.6,66.58,2.55
Hard,40,43.6,16.52,0.854
Hard,36,28.3,12.76,0.592
Soft,9,17.8,13.93,0.688
Hard,14,22.5,4.08,0.171
Soft,6,34.1,25.72,1.057
Hard,34,46.2,13.51,0.676
Hard,0,26.3,0.0,0.0
Medium,43,45.6,100.0,4.218
Soft,25,52.3,100.0,4.803
Hard,24,45.7,9.1,0.36
Soft,3,17.5,2.97,0.137
Medium,28,25.6,36.8,1.473
Soft,27,47.1,100.0,3.854
Hard,32,16.0,10.81,0.525
Medium,37,52.0,92.19,4.428
Hard,37,18.9,12.11,0.545
Hard,32,15.5,10.72,0.45
Soft,30,28.2,100.0,4.844
Hard,28,49.9,10.69,0.464
Hard,27,46.0,11.67,0.593
Soft,17,39.8,100.0,4.53
Medium,3,18.6,2.23,0.086
Hard,23,46.5,8.81,0.369
Soft,45,26.6,100.0,3.916
Medium,37,21.7,46.87,2.072
Hard,38,53.2,15.63,0.683
Medium,7,35.5,9.12,0.431
Medium,32,24.6,47.49,2.295
Medium,8,50.3,15.0,0.73
Medium,34,41.1,64.8,2.706
Soft,15,23.8,56.86,2.6
Hard,37,43.2,13.84,0.633
Soft,14,15.7,18.72,0.888
Soft,24,50.1,100.0,4.691
Medium,36,19.6,45.15,2.308
Hard,38,49.5,14.98,0.643
Soft,34,35.0,100.0,5.065
Soft,17,51.9,100.0,3.862
Soft,2,32.4,5.52,0.281
Soft,36,28.9,100.0,3.917
Medium,5,36.2,5.83,0.235
Hard,34,32.2,11.62,0.512
Medium,7,27.0,7.02,0.276
Soft,35,34.2,100.0,3.902
Soft,29,27.0,100.0,4.344
Soft,11,28.6,45.98,2.229
Hard,45,30.5,15.08,0.769
Hard,38,42.1,13.89,0.543
Hard,10,17.7,2.78,0.131
Hard,39,24.6,14.27,0.651
Soft,1,16.8,0.6,0.029
Hard,10,47.7,4.07,0.188
Hard,44,29.3,15.74,0.701
Medium,23,32.4,37.85,1.8
Hard,18,40.7,6.13,0.283
Medium,23,20.5,27.78,1.426
Medium,38,54.6,98.47,4.023
Medium,16,38.4,27.04,1.105
Soft,1,52.4,3.83,0.192
Medium,20,29.4,30.01,1.203
Medium,20,26.6,29.14,1.392
Soft,10,35.4,63.14,3.201
Medium,5,50.7,8.2,0.395
Soft,22,50.2,100.0,4.407
Soft,15,23.4,50.13,2.359
Soft,22,32.1,100.0,4.674
Soft,6,18.1,9.26,0.442
Medium,8,52.7,14.66,0.733
Medium,30,43.7,61.82,2.792
Hard,7,52.8,2.87,0.124
Hard,11,44.6,3.87,0.19
Soft,6,35.7,25.75,1.184
Soft,42,44.2,100.0,4.614
Soft,14,23.3,49.13,2.425
Soft,33,47.2,100.0,4.676
Hard,35,52.7,15.74,0.777
Soft,10,15.7,13.55,0.684
Soft,35,37.6,100.0,4.721
Hard,40,19.7,12.23,0.507
Medium,41,47.3,100.0,4.394
Hard,15,50.3,5.83,0.28
Soft,23,54.1,100.0,4.869
Medium,42,53.0,100.0,4.5
Medium,26,37.3,46.36,1.885
Medium,26,25.5,33.84,1.385
Medium,36,36.2,72.72,3.49
Medium,32,25.9,48.79,2.49
Hard,11,42.5,4.07,0.204
Hard,2,47.3,0.76,0.032
Soft,9,52.1,84.43,3.861
Hard,2,18.6,0.56,0.026
Hard,13,48.0,4.76,0.225
Soft,21,50.8,100.0,4.857
Medium,26,42.1,51.75,2.054
Soft,15,48.4,100.0,4.165
Medium,17,28.0,22.65,1.04
Soft,41,45.2,100.0,4.082
Medium,22,42.3,37.1,1.754
Soft,30,29.4,100.0,4.626
Medium,5,53.1,7.73,0.365
Medium,23,35.8,36.66,1.692
Hard,44,39.3,18.6,0.799
Soft,3,34.3,9.95,0.393
Soft,11,21.7,28.5,1.336
Hard,26,15.5,8.8,0.398
Medium,11,22.1,12.59,0.615
Medium,1,38.8,0.9,0.037
Soft,17,36.4,100.0,4.213
Hard,44,43.5,17.3,0.84
Hard,6,34.8,1.97,0.095
Medium,25,35.9,39.42,1.854
Medium,38,42.9,71.43,2.767
Hard,37,41.3,15.78,0.807
Hard,3,23.8,0.88,0.041
Soft,29,33.7,100.0,4.918
Medium,13,22.8,16.16,0.742
Hard,29,17.1,8.93,0.437
Soft,44,54.0,100.0,4.104
Medium,14,44.9,27.02,1.205
Soft,43,34.5,100.0,5.096
Hard,14,18.9,4.79,0.206
Hard,16,15.8,4.54,0.229
Hard,3,19.9,0.92,0.046
Soft,24,23.3,95.65,4.846
Soft,28,43.1,100.0,4.97
Hard,21,33.8,7.58,0.346
Medium,9,53.7,16.05,0.677
Soft,44,18.5,100.0,4.355
Hard,11,33.8,3.76,0.181
Soft,5,46.2,31.29,1.316
Medium,45,32.6,77.13,3.523
Soft,32,42.5,100.0,3.932
Medium,6,46.0,9.52,0.44
Hard,10,44.6,3.8,0.153
Medium,44,23.8,61.91,2.866
Medium,14,29.8,19.79,0.899
Hard,33,31.1,11.98,0.49
Medium,30,53.6,74.46,3.135
Medium,7,27.4,8.14,0.398
Soft,28,25.6,100.0,4.44
Soft,7,50.0,56.54,2.62
Soft,28,18.0,72.59,3.192
Hard,6,42.3,2.26,0.097
Medium,10,48.2,17.08,0.789
Hard,28,33.1,10.58,0.408
Hard,6,25.0,1.97,0.1
Hard,34,51.1,13.04,0.568
Soft,9,24.7,29.04,1.456
Soft,25,24.7,100.0,4.443
Medium,21,52.7,46.88,2.11
Soft,0,26.3,0.0,0.0
Hard,38,38.1,14.82,0.671
Medium,29,31.3,42.05,1.994
Medium,45,31.7,82.24,3.579
Medium,36,23.2,51.78,2.498
Medium,34,41.9,64.01,3.0
Soft,45,49.1,100.0,4.526
Soft,45,49.0,100.0,4.743
Hard,38,40.2,15.72,0.707
Hard,36,35.5,12.77,0.657
Soft,33,17.8,84.68,4.274
Soft,25,50.2,100.0,4.51
Soft,5,39.4,26.65,1.073
Hard,24,25.4,7.96,0.335
Medium,20,31.4,32.25,1.55
Soft,9,52.4,89.58,3.824
Medium,19,40.9,33.13,1.501
Hard,42,26.5,15.86,0.787
Soft,23,38.1,100.0,4.212
Soft,1,20.1,1.0,0.048
Soft,19,46.9,100.0,4.436
Soft,18,49.6,100.0,4.209
Hard,32,41.4,11.36,0.453
Hard,29,49.6,11.14,0.467
Soft,34,37.1,100.0,3.868
Hard,36,31.1,13.74,0.584
Soft,33,42.5,100.0,4.672
Medium,6,22.0,5.37,0.24
Soft,20,46.9,100.0,4.68
Soft,21,30.4,100.0,4.073
Medium,31,41.1,56.99,2.673
Hard,5,24.5,1.66,0.083
Medium,34,50.0,69.64,3.029
Medium,0,39.6,0.0,0.0
Soft,36,47.8,100.0,4.974
Medium,23,16.6,25.86,1.055
Soft,2,42.6,8.1,0.324
Soft,19,25.7,92.17,4.263
Soft,2,40.1,7.64,0.292
Medium,20,41.3,35.61,1.496
Hard,12,31.3,3.71,0.18
Medium,17,54.1,34.63,1.376
Soft,32,20.5,100.0,3.977
Hard,45,49.8,19.84,0.914
Soft,4,16.0,3.57,0.146
Hard,10,43.8,3.93,0.157
Hard,36,40.5,12.98,0.622
Medium,32,50.8,69.35,2.828
Soft,20,16.4,35.41,1.696
Hard,5,30.7,1.5,0.071
Soft,38,47.9,100.0,4.127
Soft,5,15.0,4.38,0.197
Medium,42,46.6,100.0,4.981
Hard,34,18.6,10.6,0.499
Soft,40,27.9,100.0,4.706
Hard,19,42.5,6.72,0.335
Medium,38,46.5,89.87,4.026
Soft,1,41.6,2.9,0.136
Soft,6,28.9,22.16,0.91
Soft,27,42.6,100.0,3.931
Medium,7,52.7,10.82,0.549
Medium,43,54.1,100.0,4.529
Soft,26,25.5,100.0,5.111
Hard,40,16.2,11.62,0.53
Hard,11,43.2,3.86,0.188
Soft,41,42.6,100.0,4.101
Medium,8,29.9,9.95,0.475
Soft,40,27.6,100.0,4.753
Medium,39,43.7,89.0,3.916
Soft,9,33.6,48.87,2.457
Medium,17,43.2,27.85,1.074
Hard,28,20.2,9.69,0.403
Hard,10,27.4,3.38,0.15
Soft,29,41.7,100.0,4.576
Hard,32,33.9,11.89,0.525
Soft,36,22.3,100.0,3.907
Hard,8,47.8,2.82,0.135
Medium,2,25.7,1.56,0.075
Medium,24,46.4,48.34,2.016
Hard,3,19.0,0.92,0.044
Soft,10,28.7,42.62,1.928
Hard,1,31.3,0.29,0.014
Hard,39,36.7,15.42,0.704
Medium,30,54.0,67.91,3.278
Medium,39,46.0,88.73,4.404
Soft,37,20.0,100.0,4.518
Medium,15,23.9,19.75,0.851
Soft,34,26.9,100.0,4.65
Soft,26,39.1,100.0,4.705
Soft,7,17.0,10.01,0.506
Soft,32,28.6,100.0,4.693
Medium,16,28.5,21.72,1.119
Medium,16,17.1,16.66,0.718
Medium,39,47.6,80.38,3.959
Hard,16,43.0,6.42,0.313
Soft,16,54.5,100.0,4.78
Hard,40,41.6,16.93,0.808
Hard,36,44.3,15.25,0.739
Soft,37,29.9,100.0,4.19
Hard,5,22.3,1.53,0.06
Soft,28,50.6,100.0,4.21
Hard,18,51.1,7.89,0.321
Hard,15,20.6,4.89,0.209
Hard,29,54.6,11.82,0.522
Hard,26,44.7,9.24,0.388
Medium,41,28.6,67.91,3.323
Medium,28,36.3,50.82,2.431
Soft,27,22.9,100.0,4.052
Hard,4,15.5,1.19,0.051
Hard,10,28.9,3.11,0.124
Hard,37,44.1,14.15,0.572
Soft,5,32.4,20.7,0.895
Medium,24,23.9,32.65,1.631
Soft,3,52.4,17.04,0.808
Soft,12,27.8,55.61,2.157
Medium,25,47.9,46.66,2.205
Hard,23,48.5,9.74,0.467
Hard,18,49.0,6.85,0.298
Hard,28,54.9,11.52,0.589
Soft,44,35.2,100.0,4.951
Medium,9,29.7,11.05,0.491
Hard,6,41.3,1.98,0.098
Medium,23,31.6,34.79,1.479
Medium,25,27.4,35.35,1.469
Medium,21,35.4,31.58,1.257
Soft,27,37.8,100.0,4.596
Hard,14,39.6,5.64,0.237
Hard,41,31.3,13.93,0.591
Soft,27,39.0,100.0,5.052
Soft,22,31.6,100.0,4.103
Medium,38,45.8,81.88,3.829
Soft,31,44.5,100.0,4.159
Hard,3,19.6,0.95,0.049
Medium,30,30.3,49.42,2.136
Medium,21,16.5,21.77,0.994
Hard,6,32.1,2.1,0.099
Medium,19,39.4,35.05,1.638
Hard,3,40.1,1.01,0.045
Medium,24,27.1,36.12,1.622
Soft,33,41.7,100.0,4.435
Medium,19,32.2,30.52,1.251
Medium,12,41.4,20.86,0.834
Medium,25,22.1,32.05,1.622
Hard,9,18.5,2.59,0.112
Medium,27,31.8,40.94,1.902
Medium,43,46.0,87.56,3.927
Soft,31,42.2,100.0,5.077
Hard,12,31.5,4.3,0.188
Medium,29,42.9,56.22,2.676
Hard,30,40.1,11.34,0.438
Soft,10,30.8,51.22,2.415
Soft,12,25.2,48.04,2.295
Medium,28,22.0,38.03,1.76
Soft,29,32.2,100.0,5.051
Medium,6,27.1,6.5,0.255
Hard,38,51.2,15.48,0.727
Hard,4,53.6,1.45,0.066
Soft,31,54.8,100.0,4.148
Soft,22,30.8,100.0,4.477
Medium,12,48.0,22.09,1.094
Soft,34,46.2,100.0,4.548
Hard,43,30.4,15.3,0.668
Soft,19,54.8,100.0,4.642
Medium,36,18.5,41.26,1.686
Hard,37,32.6,13.19,0.573
Hard,44,41.2,15.74,0.657
Medium,17,18.9,18.23,0.795
Hard,41,54.4,16.28,0.798
Medium,12,28.1,15.26,0.624
Medium,5,40.2,6.98,0.346
Soft,18,46.4,100.0,4.52
Soft,20,48.8,100.0,4.179
Hard,37,35.9,14.51,0.626
Hard,16,46.3,6.67,0.27
Hard,15,35.1,4.9,0.202
Hard,38,45.3,15.22,0.724
Medium,42,26.3,70.48,2.946
Medium,21,46.5,41.42,2.003
Hard,1,28.7,0.31,0.016
Soft,41,17.5,100.0,4.833
Medium,8,30.8,10.38,0.495
Hard,28,40.6,10.05,0.425
Hard,40,31.1,13.77,0.566
Medium,7,20.5,7.25,0.318
Medium,39,38.4,71.71,2.829
Medium,15,22.9,19.2,0.992
Hard,22,30.8,7.95,0.347
Hard,21,32.9,7.85,0.367
Soft,7,28.2,22.64,1.082
Medium,13,19.8,14.79,0.596
Soft,12,44.1,97.62,3.897
Soft,16,47.6,100.0,5.119
Soft,11,15.7,16.15,0.724
Hard,8,47.8,2.87,0.131
Soft,24,35.2,100.0,4.434
Soft,42,41.5,100.0,4.017
Medium,23,31.1,37.31,1.592
Soft,7,42.0,39.96,1.743
Hard,44,17.2,12.97,0.63
Hard,36,30.4,13.09,0.578
Medium,16,24.1,21.27,1.096
Hard,14,26.1,5.06,0.257
Soft,26,43.0,100.0,4.987
Hard,41,48.6,16.02,0.697
Medium,43,53.3,96.67,4.606
Soft,15,42.4,100.0,4.068
Soft,14,50.6,100.0,4.402
Medium,28,24.2,42.3,1.928
Medium,38,54.1,87.62,3.385
Hard,17,53.8,6.36,0.256
Hard,39,28.7,13.98,0.536
Soft,18,50.7,100.0,4.924
Soft,40,18.1,100.0,4.796
Hard,14,38.4,4.68,0.183
Medium,15,40.3,24.85,1.067
Medium,14,22.8,17.24,0.818
Medium,24,30.1,39.42,1.764
Hard,25,36.2,9.46,0.369
Soft,31,23.4,100.0,5.041
Medium,31,26.6,45.31,2.327
Soft,32,41.5,100.0,4.525
Soft,23,41.9,100.0,4.184
Hard,21,46.2,7.88,0.361
Medium,40,35.5,80.97,3.784
Soft,6,16.9,7.27,0.362
Soft,22,46.0,100.0,4.44
Hard,41,44.1,17.29,0.799
Soft,0,50.1,0.0,0.0
Soft,34,16.1,79.79,3.448
Hard,14,55.0,5.44,0.26
Hard,35,49.8,15.3,0.679
Medium,0,53.3,0.0,0.0
Soft,30,16.6,69.67,3.231
Medium,21,26.7,30.73,1.393
Hard,37,50.6,14.87,0.608
Soft,32,40.8,100.0,4.812
Soft,26,24.3,100.0,5.06
Soft,44,30.5,100.0,4.173
Medium,41,41.6,93.13,3.64
Hard,43,47.1,17.03,0.731
Soft,37,21.9,100.0,5.1
Hard,6,26.5,1.72,0.076
Medium,36,21.9,50.91,2.341
Soft,45,16.6,100.0,4.474
Hard,25,47.3,10.49,0.515
Soft,35,52.3,100.0,4.344
Hard,31,17.5,9.15,0.412
Hard,43,33.1,15.36,0.782
Hard,45,19.7,14.47,0.634
Soft,26,51.2,100.0,4.396
Soft,11,52.6,100.0,4.842
Hard,40,52.7,17.2,0.754
Soft,21,34.2,100.0,4.353
Soft,27,48.6,100.0,5.068
Soft,7,40.5,43.66,1.834
Hard,27,18.3,9.31,0.417
Hard,32,49.3,12.65,0.529
Hard,6,36.8,2.01,0.093
Medium,32,23.1,41.12,1.985
Soft,34,38.5,100.0,4.019
Soft,31,19.4,100.0,4.39
Soft,12,24.0,41.73,1.608
Medium,45,54.7,100.0,4.487
Soft,8,25.9,27.35,1.325
Medium,34,44.7,74.36,2.947
Soft,22,37.9,100.0,4.654
Hard,28,52.7,11.73,0.46
Medium,42,51.3,100.0,4.454
Soft,24,23.1,100.0,4.656
Soft,33,17.0,89.14,3.581
Hard,29,35.5,10.52,0.513
Soft,33,44.9,100.0,4.047
Soft,43,43.6,100.0,5.095
Hard,17,16.5,4.85,0.228
Soft,42,35.5,100.0,4.274
Hard,34,44.9,13.52,0.633
Soft,23,40.8,100.0,5.077
Hard,20,46.0,7.94,0.321
Soft,19,39.4,100.0,4.164
Hard,11,35.1,3.79,0.169
Medium,27,33.0,41.85,1.895
Medium,35,35.7,61.12,2.621
Hard,13,45.2,5.3,0.251
Soft,12,44.7,95.24,3.905
Soft,25,41.4,100.0,4.528
Hard,40,27.0,13.48,0.62
Soft,9,16.0,11.23,0.55
Soft,22,39.4,100.0,5.114
Soft,20,34.1,100.0,4.403
Medium,45,26.0,71.35,3.453
Hard,27,18.2,8.07,0.395
Medium,9,42.0,13.88,0.536
Soft,36,16.9,87.32,3.677
Medium,9,51.2,14.53,0.686
Soft,9,29.1,34.68,1.462
Medium,26,47.0,57.1,2.918
Hard,2,32.0,0.68,0.029
Medium,41,52.2,97.96,4.402
Soft,28,53.8,100.0,3.916
Soft,36,51.2,100.0,5.068
Hard,23,34.3,9.14,0.378
Hard,33,53.1,12.93,0.555
Hard,28,37.2,10.89,0.484
Soft,30,40.9,100.0,4.738
Hard,22,49.1,9.23,0.403
Soft,44,17.5,100.0,4.962
Hard,5,35.0,1.69,0.072
Hard,5,29.4,1.65,0.066
Hard,27,20.6,9.01,0.402
Medium,3,35.1,3.27,0.15
Medium,5,28.8,5.28,0.261
Soft,6,15.4,5.43,0.209
Medium,45,46.4,100.0,4.844
Soft,27,41.2,100.0,4.521
Hard,2,47.4,0.66,0.029
Soft,34,52.3,100.0,5.007
Medium,27,48.9,58.57,2.283
Medium,40,26.7,58.97,2.889
Hard,12,32.8,4.29,0.172
Soft,7,43.9,50.21,2.24
Soft,9,30.8,36.66,1.586
Medium,45,43.1,100.0,5.173
Soft,25,30.5,100.0,4.141
Soft,3,54.4,20.43,0.846
Soft,6,25.1,16.73,0.753
Soft,1,20.9,1.0,0.044
Soft,32,19.4,100.0,4.098
Hard,25,42.5,9.77,0.399
Hard,4,22.7,1.17,0.053
Hard,27,25.0,9.92,0.478
Medium,33,51.7,81.69,3.709
Soft,19,28.3,100.0,3.993
Hard,31,36.4,12.13,0.499
Soft,31,20.9,100.0,4.572
Soft,41,45.5,100.0,4.775
Medium,20,27.2,29.02,1.455
Medium,3,29.9,2.88,0.141
Soft,21,42.6,100.0,4.3
Soft,18,54.2,100.0,4.393
Hard,2,47.5,0.64,0.032
Hard,41,27.0,14.78,0.589
Hard,6,15.5,1.73,0.068
Hard,29,35.6,10.59,0.512
Hard,13,42.5,5.28,0.202
Medium,19,28.7,27.25,1.094
Medium,14,33.6,20.17,0.817
Medium,44,38.0,84.34,3.74
Medium,19,26.0,27.46,1.319
Soft,10,51.7,91.96,4.252
Soft,18,41.0,100.0,4.152
Hard,10,52.0,3.6,0.166
Soft,22,43.7,100.0,4.143
Medium,3,20.4,2.41,0.093
Hard,22,24.4,8.09,0.386
Medium,1,52.6,1.2,0.046
Soft,31,25.8,100.0,4.95
Hard,8,32.1,2.56,0.115
Hard,8,25.5,2.35,0.1
Hard,40,39.0,14.68,0.67
Soft,18,41.7,100.0,4.647
Soft,20,16.5,40.64,1.932
Soft,21,38.4,100.0,4.377
Soft,15,52.4,100.0,4.883
Soft,29,54.1,100.0,3.927
Hard,23,16.6,7.91,0.367
Medium,6,53.9,10.4,0.449
Medium,9,37.2,11.75,0.526
Hard,16,15.2,4.97,0.225
Medium,36,32.7,64.11,2.517
Hard,7,29.5,2.47,0.105
Hard,4,31.8,1.23,0.051
Hard,37,36.1,14.0,0.58
Medium,0,16.6,0.0,0.0
Hard,35,31.6,13.43,0.653
Hard,45,54.7,19.52,0.84
Soft,37,42.0,100.0,4.446
Soft,40,46.0,100.0,4.752
Medium,44,52.0,100.0,4.944
Medium,41,18.8,51.53,2.357
Soft,12,48.4,100.0,4.968
Soft,10,21.6,25.74,1.124
Soft,26,41.0,100.0,4.657
Hard,15,31.7,4.79,0.224
Hard,5,43.9,1.64,0.082
Hard,42,42.9,15.68,0.685
Hard,32,42.5,11.75,0.499
Hard,41,44.5,17.63,0.857
Soft,14,18.0,26.69,1.342
Soft,27,27.6,100.0,3.94
Medium,29,22.0,41.71,1.959
Medium,29,36.2,50.36,2.592
Hard,6,20.1,1.64,0.078
Soft,20,20.5,56.99,2.232
Soft,34,40.5,100.0,5.064
Soft,1,34.2,2.19,0.111
Hard,42,17.4,14.55,0.68
Soft,5,20.4,9.13,0.441
Hard,26,29.0,8.43,0.416
Soft,4,16.3,4.19,0.176
Soft,3,44.0,14.83,0.574
Hard,5,17.7,1.5,0.067
Medium,32,16.1,39.21,1.832
Soft,44,17.5,100.0,5.097
Medium,1,41.6,0.95,0.038
Soft,21,17.4,43.26,2.225
Hard,29,46.1,12.63,0.493
Hard,11,30.8,3.97,0.162
Soft,37,34.4,100.0,4.417
Hard,6,26.4,2.09,0.094
Soft,38,18.7,100.0,3.975
Soft,16,30.3,89.29,4.372
Soft,31,27.7,100.0,3.882
Medium,35,24.1,55.01,2.505
Soft,21,52.2,100.0,4.04
Medium,14,53.4,29.24,1.237
Medium,39,54.2,100.0,4.303
Soft,43,22.7,100.0,4.798
Medium,21,15.5,23.13,1.139
Soft,30,37.0,100.0,4.394
Hard,24,52.2,9.48,0.367
Hard,40,41.8,15.88,0.678
Hard,4,19.0,1.14,0.051
Soft,30,54.3,100.0,4.434
Medium,27,54.9,61.72,2.471
Medium,4,17.3,3.35,0.146
Soft,18,21.9,64.46,2.683
Medium,13,51.8,26.11,1.081
Medium,33,20.8,43.36,1.847
Medium,34,15.8,41.17,2.092
Hard,35,30.4,11.62,0.583
Hard,0,17.5,0.0,0.0
Hard,29,28.1,9.25,0.409
Hard,6,25.3,2.06,0.085
Hard,16,26.2,5.61,0.227
Medium,11,31.6,13.84,0.696
Soft,37,53.6,100.0,4.79
Soft,34,50.2,100.0,4.202
Hard,39,40.8,16.64,0.708
Medium,11,38.0,17.63,0.821
Medium,29,33.8,50.7,2.0
Medium,34,39.7,71.85,3.376
Soft,25,15.9,44.07,1.748
Soft,43,40.0,100.0,3.916
Hard,30,41.3,12.3,0.581
Hard,41,48.9,15.91,0.792
Soft,36,17.3,100.0,5.11
Soft,20,37.2,100.0,4.893
Hard,41,15.2,12.83,0.523
Medium,1,38.4,0.98,0.043
Medium,42,30.8,69.7,3.527
Soft,26,35.7,100.0,4.91
Soft,23,44.6,100.0,4.988
Hard,38,33.2,13.91,0.637
Soft,28,41.4,100.0,3.98
Soft,11,55.0,100.0,4.379
Hard,6,34.8,2.25,0.092
Medium,36,40.3,74.84,2.895
Soft,21,51.0,100.0,4.088
Soft,7,42.0,40.92,1.634
Hard,27,26.3,8.38,0.38
Hard,20,16.8,5.86,0.244
Medium,18,43.4,34.75,1.386
Medium,24,29.3,33.73,1.506
Medium,45,51.3,99.16,4.136
Hard,14,50.6,5.19,0.236
Soft,5,20.7,8.51,0.438
Soft,20,47.3,100.0,4.981
Soft,30,41.4,100.0,4.399
Medium,36,29.6,62.14,2.639
Medium,6,44.2,8.83,0.443
Medium,9,29.7,11.79,0.52
Hard,29,24.8,9.56,0.467
Medium,45,40.7,95.13,4.396
Soft,42,23.4,100.0,3.971
Soft,40,37.3,100.0,4.517
Soft,14,28.2,65.35,3.3
Soft,37,42.5,100.0,4.378
Hard,7,34.4,2.35,0.106
Hard,5,36.0,1.71,0.084
Soft,29,48.4,100.0,4.393
Hard,44,33.0,15.13,0.651
Hard,3,50.7,1.07,0.045
Soft,39,19.7,100.0,5.116
Soft,26,25.6,100.0,4.563
Soft,17,52.2,100.0,4.105
Soft,11,50.5,100.0,4.754
Medium,37,38.8,65.72,2.967
Medium,6,34.5,7.98,0.346
Hard,15,27.5,5.13,0.255
Hard,32,17.7,10.14,0.459
Soft,3,15.4,2.47,0.101
Hard,43,30.7,16.87,0.698
Soft,6,19.9,11.96,0.589
Hard,11,36.0,3.87,0.155
Medium,36,51.8,83.12,4.249
Hard,14,27.4,4.73,0.211
Hard,24,16.7,7.12,0.275
Hard,34,51.9,13.24,0.572
Soft,7,51.6,59.98,2.38
Soft,24,28.4,100.0,4.441
Hard,0,31.1,0.0,0.0
Medium,22,49.4,44.12,1.836
Medium,11,40.5,18.34,0.845
Hard,3,23.6,0.89,0.041
Medium,12,32.0,15.96,0.717
Soft,10,47.9,89.16,3.771
Hard,28,32.3,10.9,0.428
Medium,30,48.2,69.68,3.435
Soft,7,42.1,48.08,2.473
Hard,39,18.3,12.95,0.561
Soft,37,49.8,100.0,4.053
Hard,10,38.1,3.54,0.17
Soft,1,34.8,2.43,0.118
Hard,4,23.6,1.19,0.058
Hard,14,22.6,4.43,0.214
Hard,18,47.8,6.83,0.274
Hard,13,32.1,4.49,0.19
Soft,10,53.3,94.59,3.764
Hard,21,53.1,8.46,0.388
Medium,34,25.1,46.26,2.055
Medium,2,25.4,1.81,0.073
Hard,5,34.1,1.55,0.061
Hard,37,53.9,16.89,0.708
Soft,41,52.8,100.0,4.336
Soft,17,34.7,100.0,4.244
Hard,43,41.3,16.54,0.705
Hard,45,25.8,17.29,0.883
Soft,3,16.5,2.58,0.132
Medium,35,16.7,38.03,1.861
Soft,17,20.6,51.57,2.39
Hard,28,30.7,9.94,0.423
Soft,39,37.7,100.0,4.605
Hard,30,43.1,11.41,0.525
Medium,32,36.2,62.63,2.889
Hard,45,27.4,14.98,0.657
Medium,43,51.6,100.0,3.915
Hard,33,15.2,9.84,0.412
Medium,2,43.1,2.28,0.111
Hard,13,36.6,4.45,0.184
Soft,1,45.4,3.12,0.14
Soft,43,32.6,100.0,4.327
Hard,8,20.5,2.25,0.093
Soft,21,26.3,99.66,4.494
Medium,39,15.8,42.87,1.841
Soft,19,17.4,45.06,1.768
Medium,23,16.0,25.26,1.047
Medium,35,19.6,41.48,2.123
Medium,1,18.0,0.64,0.028
Soft,33,34.8,100.0,4.719
Soft,37,21.7,100.0,4.033
Soft,32,41.9,100.0,3.933
Hard,31,26.1,11.02,0.428
Medium,16,23.9,18.17,0.735
Hard,40,25.1,12.94,0.534
Medium,24,16.7,27.82,1.383
Medium,24,34.0,36.32,1.526
Soft,18,47.8,100.0,4.012
Medium,18,52.3,34.51,1.723
Hard,15,23.8,5.14,0.208
Medium,2,45.9,2.63,0.124
Soft,8,21.0,18.0,0.78
Medium,41,50.6,100.0,4.303
Soft,19,42.3,100.0,3.922
Medium,14,16.0,14.53,0.655
Hard,5,44.2,1.82,0.072
Hard,36,43.4,15.56,0.656
Hard,9,26.2,3.1,0.126
Medium,14,29.2,19.07,0.825
Soft,32,42.8,100.0,3.867
Hard,14,38.5,5.39,0.251
Soft,1,47.9,3.48,0.162
Medium,28,32.6,44.67,1.759
Medium,21,25.8,29.62,1.258
Medium,19,20.6,24.45,1.233
Medium,14,34.6,20.44,0.834
Soft,13,54.0,100.0,4.113
Medium,43,29.1,78.68,3.485
Hard,14,34.7,4.81,0.199
Hard,12,54.1,4.45,0.222
Medium,21,23.6,25.02,1.267
Medium,22,52.5,49.2,2.291
Medium,22,48.6,40.64,1.817
Medium,5,29.5,5.62,0.265
Soft,14,46.6,100.0,4.319
Soft,40,41.1,100.0,3.848
Soft,21,45.5,100.0,4.852
Soft,45,44.2,100.0,3.937
Soft,28,22.7,100.0,3.857
Hard,40,41.2,14.57,0.574
Medium,14,53.6,28.17,1.144
Soft,40,32.2,100.0,5.123
Medium,34,30.8,61.31,3.164
Hard,41,31.6,14.19,0.686
Soft,39,39.9,100.0,4.208
Hard,26,47.1,11.32,0.547
Hard,28,27.5,9.59,0.489
